Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
GAPDHS,-0.491352522,2.61939284,-1.165777221,0.244849617,0.455488577,-4.592854522
DMGDH,-0.493480384,8.650519037,-0.259186288,0.79571135,0.8937987,-4.601188107
ALMS1P,-0.495926933,2.463357614,-1.11655805,0.265288214,0.479236783,-4.593575692
MRPS9,-0.502290538,709.8778289,-0.015862739,0.987356936,0.993379689,-4.601622239
KLHL34,-0.503015331,1.855846065,-0.583876741,0.559845834,0.737859455,-4.599414934
C10orf111,-0.503266969,7.823249431,-0.378788775,0.705176082,0.839216876,-4.600693436
ROPN1B,-0.512915037,4.643937444,-0.346010813,0.72963453,0.854869025,-4.600847421
GNB3,-0.514345277,21.05845533,-0.170528146,0.864736962,0.930624349,-4.601435208
C6orf217,-0.520277298,4.422120584,-0.571728361,0.568035465,0.744085166,-4.599505776
HAP1,-0.527394284,20.75150407,-0.087092955,0.930669482,0.964213506,-4.601574656
SLFNL1,-0.52956877,8.569314419,-0.501188282,0.61669317,0.781917324,-4.599995692
SNAI2,-0.537059538,193.542135,-0.017511512,0.986042945,0.992853726,-4.601621882
CBLN2,-0.546832461,5.589261548,-0.223919365,0.823008542,0.907309957,-4.601298604
FXYD7,-0.546935401,3.725357728,-0.329802452,0.741833885,0.863225846,-4.600918429
ZNF442,-0.548092617,24.49224807,-0.288980829,0.772842884,0.880284877,-4.601082199
RPL23AP53,-0.550126472,157.3411556,-0.051031239,0.959342629,0.979297366,-4.601606974
HERC2P4,-0.553998248,3.053786658,-0.880421731,0.379502408,0.591629505,-4.596610245
HIST1H4D,-0.554235899,2.606752215,-0.973796251,0.331127875,0.546716485,-4.595494729
SLC12A1,-0.555084467,2.340478833,-0.314821158,0.753168105,0.869836895,-4.600981038
RER1,-0.555267725,2857.492002,-0.005589119,0.995545146,0.997010709,-4.601623669
ZBTB3,-0.556339116,116.1868071,-0.086480352,0.931155923,0.964411492,-4.601575346
NAALAD2,-0.557113751,12.7157375,-0.223936384,0.822995313,0.907309957,-4.601298554
PEX11A,-0.559998803,131.504633,-0.053035572,0.95774722,0.9784409,-4.601605621
PRDM5,-0.560756078,31.50046257,-0.120757592,0.903983015,0.95055907,-4.601529259
CPEB1,-0.562125956,5.776497386,-0.254733059,0.799145127,0.8958186,-4.601202949
PROZ,-0.562735111,3.23350201,-0.645996325,0.518892447,0.708713149,-4.59892075
ST8SIA6,-0.563597018,2.931275348,-0.493577288,0.622051372,0.785770541,-4.600044718
GPR179,-0.563598162,2.738540922,-1.073357914,0.284177267,0.497668372,-4.594183551
BAGE2,-0.563824215,2.265726532,-1.120089545,0.263783489,0.477683343,-4.593524962
JAKMIP3,-0.570505023,10.91968104,-0.2209682,0.825303093,0.908489995,-4.601307119
FAM186A,-0.574584296,8.846677604,-0.363521984,0.716531636,0.847371579,-4.600766886
CUL5,-0.574624968,858.6429999,-0.015122758,0.987946677,0.993789994,-4.601622388
PLAC8L1,-0.579061893,3.785222114,-0.985382247,0.325418271,0.541159515,-4.595348596
TPTE,-0.57929343,1.56752571,-1.400074473,0.162768834,0.352270248,-4.589006286
RAB40AL,-0.588970869,3.643384213,-1.161446807,0.246601943,0.457426713,-4.592919193
ILDR2,-0.591778244,3.690767691,-0.488025591,0.625972585,0.788499498,-4.600080008
ABCA5,-0.592475844,380.9863996,-0.01400121,0.988840526,0.994019918,-4.6016226
HIST1H2BF,-0.593149715,4.094412401,-0.51456599,0.607324889,0.775277049,-4.599907708
C3orf50,-0.596775462,1.180343135,-1.504629873,0.13372031,0.311292494,-4.587069357
ASB16,-0.60004183,18.14314058,-0.291924178,0.770594127,0.878987818,-4.601071113
EPHB1,-0.602081511,51.20834828,-0.035379359,0.971806342,0.985263422,-4.60161575
FTCD,-0.604622692,4.762509625,-0.263029686,0.792750993,0.891960958,-4.601175091
TTLL11,-0.605806475,59.48878565,-0.168765076,0.866122082,0.931316483,-4.601439089
MUL1,-0.606180322,741.5727876,-0.021420008,0.982928224,0.991429487,-4.601620895
SLC22A23,-0.606332912,1040.54029,-0.005788825,0.99538597,0.996912449,-4.601623654
ZNF534,-0.606969337,5.515159534,-0.883714365,0.377725517,0.589478542,-4.596572795
APCDD1L,-0.609002219,15.92078333,-0.084100534,0.933045871,0.965377624,-4.60157798
CENPN,-0.61227072,586.8780123,-0.017085761,0.986382244,0.992897928,-4.601621977
PIRT,-0.614574733,8.163769001,-0.105335105,0.916196967,0.957114843,-4.601551881
LY6G6E,-0.61592873,0.993621596,-1.119932511,0.263850273,0.477690344,-4.593527222
MND1,-0.616640016,163.2661466,-0.038230462,0.969535381,0.983938598,-4.601614388
FAM71F2,-0.618409343,7.026592908,-0.475624196,0.634770207,0.793377721,-4.600157403
HNRNPU,-0.619031839,10276.62115,-0.001681877,0.998659439,0.999210238,-4.601623853
SYCP2L,-0.621122336,3.353638003,-0.474582167,0.635511821,0.793767304,-4.600163815
C6orf122,-0.624222252,11.91515032,-0.382406496,0.70249474,0.838484656,-4.600675589
GNAT2,-0.625199822,2.577245114,-1.217430927,0.224623416,0.432078185,-4.592064988
FZD4,-0.626882442,459.5813989,-0.013252074,0.989437578,0.99415914,-4.601622732
LOC442459,-0.62716686,3.326426352,-1.558606971,0.120393248,0.292060003,-4.586016843
CAMKV,-0.630698354,7.862133758,-0.150507321,0.880489464,0.938364979,-4.601476904
DRD4,-0.63075797,8.310118557,-0.48604387,0.627374881,0.789270279,-4.600092509
CDRT15P,-0.634621023,8.375522735,-0.647609908,0.517849786,0.707809542,-4.598907253
HIST1H2BO,-0.634995933,4.447264512,-0.843933424,0.399538177,0.609536519,-4.597016021
FLJ13224,-0.635085128,2.865643893,-1.470212071,0.142800324,0.32494786,-4.587721822
CCDC67,-0.636515634,3.034790164,-0.279443489,0.780142641,0.88417249,-4.601117352
C8orf37,-0.638993757,54.89755589,-0.145643054,0.884324141,0.940425992,-4.601486249
EPO,-0.640577113,2.216239252,-0.681729621,0.496060369,0.692043085,-4.598614017
LOC442454,-0.642950364,187.7790831,-0.030971851,0.975317459,0.987233024,-4.601617647
HIST1H2AL,-0.647222622,2.733953425,-0.894513646,0.371933906,0.584068952,-4.596448994
KCNJ9,-0.649490313,0.590180656,-2.280671464,0.023436001,0.09861845,-4.568578045
LRRC37B,-0.652385,111.8718884,-0.098729922,0.921434256,0.959549377,-4.601560626
SPRED3,-0.656474207,1.885022284,-1.226184865,0.221318221,0.427881894,-4.591927872
PCDHGA2,-0.657173121,12.00311444,-0.239141229,0.811198019,0.901817698,-4.601252888
KRTAP5-10,-0.661137386,1.710311765,-1.330047758,0.184751855,0.382155528,-4.590228041
LPAL2,-0.663251631,4.399950475,-0.758252769,0.4490358,0.653597888,-4.597902066
FBXL13,-0.666461379,13.43545308,-0.18967457,0.849722783,0.922586343,-4.601390471
RDM1,-0.66680036,26.30903478,-0.173706208,0.862241244,0.929336275,-4.601428111
LOC728758,-0.670873784,41.08815548,-0.218739968,0.827036556,0.909172223,-4.601313474
MYLPF,-0.671474189,2.911713447,-0.904615464,0.366566781,0.579674749,-4.596331847
ZSCAN5B,-0.678528428,4.057739768,-0.322095799,0.747657557,0.866884732,-4.600950999
ARL6,-0.681120808,65.80715541,-0.115038672,0.908509647,0.953231605,-4.601538008
RPS26P11,-0.682345186,3.569724575,-1.643721094,0.101529389,0.260998185,-4.584284896
HSN2,-0.682727365,10.7397309,-0.453136765,0.650855363,0.804202117,-4.60029268
CHRNE,-0.683723907,20.33329927,-0.161786163,0.871608938,0.934205943,-4.601454054
SLC12A5,-0.684903862,4.381942268,-0.471204413,0.637918301,0.795181868,-4.600184506
PSPN,-0.698692534,1.787511538,-1.966919326,0.050332488,0.165480977,-4.576912785
NRN1L,-0.699012179,3.759201493,-0.918815076,0.359105115,0.572916803,-4.596164983
RAE1,-0.70146139,802.4566586,-0.018171799,0.985516739,0.992568737,-4.601621729
C16orf72,-0.701558885,943.195883,-0.021157504,0.983137408,0.991517973,-4.601620967
HIST1H3C,-0.712138275,1.817165466,-0.999168908,0.318708634,0.53336449,-4.595172491
IQUB,-0.713669492,28.81498904,-0.075178012,0.940135046,0.968727807,-4.601587201
HIST1H4B,-0.716502976,1.538003821,-1.488026193,0.138042917,0.3179633,-4.587385934
KCNQ3,-0.718653341,5.507304921,-0.688993249,0.491486059,0.688147919,-4.598549662
HIST1H4K,-0.719951724,1.569102162,-1.362262912,0.174378615,0.367609206,-4.589673532
ZNF221,-0.722780688,12.07097078,-0.545756791,0.585734705,0.758494745,-4.599693611
HAPLN2,-0.72449004,2.18097174,-0.679510036,0.49746271,0.693035321,-4.598633547
C9orf66,-0.725028909,11.76304015,-0.312025576,0.755289149,0.870691657,-4.600992399
KLF1,-0.725738649,2.430499377,-1.522979768,0.129066461,0.30497793,-4.586715552
S1PR5,-0.733918573,14.41965185,-0.138673556,0.88982318,0.942942993,-4.601499104
RGAG1,-0.734237919,2.688227254,-1.048253618,0.295565183,0.509683755,-4.594525977
ZNF630,-0.737721231,49.34374625,-0.179673395,0.857558992,0.926854495,-4.601414433
LY6G6F,-0.740426867,0.652181238,-1.932850409,0.054418789,0.173669969,-4.577748619
SV2C,-0.743724694,1.794097138,-1.48709967,0.138287284,0.318316156,-4.5874035
DCAF4,-0.745735404,270.6140262,-0.0434336,0.965391628,0.982175294,-4.601611631
LOC285419,-0.74647664,9.716383525,-0.332605658,0.739719255,0.861916056,-4.600906392
CHRNA3,-0.750538628,37.59779911,-0.057489215,0.95420283,0.976205877,-4.601602427
GDF7,-0.754813751,1.278418864,-1.279944938,0.201787345,0.404144011,-4.591064815
EPB41L4A,-0.757286336,345.67262,-0.020284578,0.983833035,0.991775005,-4.601621202
HIST1H2AK,-0.768097937,3.487345388,-1.352923818,0.177339709,0.371780359,-4.589835608
CACNA1E,-0.772319074,11.87300197,-0.241183187,0.8096169,0.901248731,-4.601246527
MRO,-0.774921578,15.23786111,-0.17697858,0.859672909,0.927872028,-4.601420667
CPB2,-0.775617588,1.912584106,-1.10771412,0.269082571,0.482781444,-4.593702047
LOC541473,-0.780559489,11.24063491,-0.247696126,0.804579086,0.898104344,-4.601225878
SETBP1,-0.781106467,198.6688848,-0.028514927,0.97727491,0.988335446,-4.601618596
ALK,-0.784107812,4.161293582,-0.399068492,0.690193869,0.831277316,-4.600591208
FLG,-0.788206486,13.36348494,-0.121246266,0.903596364,0.950458565,-4.601528491
SLC9A10,-0.793480635,1.552430718,-0.607190181,0.544292698,0.72734219,-4.599235283
ZNF648,-0.796918611,1.342646585,-1.161010059,0.246779166,0.457631103,-4.592925703
BMPER,-0.803282225,13.46317244,-0.178046955,0.858834712,0.927332474,-4.601418207
NEK10,-0.80624954,14.87453483,-0.134765242,0.892909253,0.944327592,-4.601506038
EXOC3L2,-0.80730902,75.32505045,-0.094420056,0.924853439,0.961189934,-4.601566027
SLC26A5,-0.808779273,2.001051755,-1.057493596,0.291338451,0.504794957,-4.594400868
HIST1H2AD,-0.808896962,2.359173672,-1.519392883,0.129966062,0.306331152,-4.586785035
EFCAB3,-0.810066432,2.008320223,-1.950290154,0.052293511,0.169336801,-4.577322471
HIST1H2BL,-0.810982873,3.076663222,-1.504828733,0.133669184,0.311292494,-4.587065545
KIF6,-0.811874286,20.60133322,-0.140350963,0.888499183,0.942533049,-4.601496068
C22orf26,-0.812507069,7.025471953,-1.088854084,0.277298926,0.49107293,-4.593968213
CASC2,-0.815257084,62.95145816,-0.110219348,0.91232656,0.955210706,-4.601545051
C8orf31,-0.817397043,25.82456047,-0.171650383,0.863855518,0.929924774,-4.601432717
ANKRD1,-0.81746501,10.64211715,-0.213759303,0.830914342,0.911774893,-4.601327446
UROC1,-0.824432827,1.97946497,-1.057064222,0.291533952,0.505026508,-4.594406705
ZNF271,-0.830588127,543.5153874,-0.038145375,0.969603151,0.983946215,-4.60161443
FIGNL2,-0.831543302,17.57861724,-0.18653515,0.852181039,0.923993669,-4.601398133
GNL3,-0.83305815,2055.047546,-0.007416415,0.994088708,0.99640778,-4.601623515
FBXO21,-0.833101237,1047.281952,-0.013672516,0.98910249,0.994156387,-4.601622659
CECR2,-0.833458609,13.12832093,-0.191684928,0.848149385,0.922014449,-4.601385498
HIST1H3J,-0.835376394,2.658640048,-1.347766931,0.178990841,0.374041144,-4.58992464
ISM2,-0.838616254,8.774563861,-0.258256034,0.796428319,0.893940106,-4.601191229
NTN3,-0.83976148,0.890151663,-2.340506852,0.020068871,0.089039256,-4.566859881
BREA2,-0.840013628,4.063841662,-1.385080365,0.167300466,0.358419461,-4.589272999
JPH3,-0.840547081,8.117994371,-0.23566513,0.813891394,0.90282254,-4.601263592
LMOD3,-0.848087932,5.254683413,-0.403027593,0.687282947,0.829885932,-4.60057063
C6orf41,-0.850633217,11.5271542,-0.294121837,0.76891635,0.877970295,-4.601062762
ZNF404,-0.852492196,26.16383636,-0.254997681,0.798940974,0.895682162,-4.601202074
MSLNL,-0.852795705,3.392796444,-0.648275136,0.517420249,0.70747177,-4.598901678
C5orf24,-0.856987861,1346.043376,-0.011982397,0.990449509,0.994408384,-4.60162294
PYGO1,-0.860401096,10.59350725,-0.408300041,0.683413626,0.826886836,-4.600542912
HIST1H2BJ,-0.861313233,39.75469616,-0.135463351,0.892357893,0.944039487,-4.601504814
GPR77,-0.86240298,17.96700571,-0.250782001,0.80219497,0.896654841,-4.601215902
HTR6,-0.863301145,2.162517159,-0.595847825,0.551832497,0.732263424,-4.599323559
TREX2,-0.867424948,6.709725965,-0.504807221,0.614152572,0.780089391,-4.599972118
STRC,-0.87102995,19.41872478,-0.238432761,0.811746777,0.902204876,-4.601255083
MPL,-0.871674885,12.6515839,-0.687464637,0.492446813,0.688843311,-4.598563261
MST1P2,-0.872961562,119.2017104,-0.036869933,0.97061904,0.98448761,-4.601615051
PRTG,-0.874363665,39.03887555,-0.109026129,0.913271909,0.955526464,-4.601546748
LOC100190938,-0.876982359,14.81276175,-0.298421075,0.7656373,0.876359049,-4.601046244
ZC3H6,-0.877892047,218.4908812,-0.053870082,0.957083016,0.978171794,-4.601605042
FAM19A3,-0.882809599,1.649201994,-1.585436275,0.11417011,0.282021008,-4.585480433
TEPP,-0.886912484,1.623102934,-1.009409475,0.31378421,0.52788818,-4.595040124
RFX4,-0.888815921,1.378054735,-0.827986396,0.408492145,0.61737029,-4.597188033
SMYD4,-0.891024557,282.4701677,-0.084208229,0.932960336,0.965377624,-4.601577862
DIRC3,-0.892155385,5.156203416,-0.355413501,0.722588721,0.85132819,-4.600804671
DEPDC4,-0.892611996,10.15663402,-0.977846077,0.329124745,0.544632143,-4.595443842
GTDC1,-0.894155167,269.1429505,-0.059280839,0.952777235,0.9754809,-4.60160107
MGC16275,-0.904660457,33.44447801,-0.366495573,0.714314812,0.845668765,-4.600752816
ZNF382,-0.906761558,27.65769179,-0.291773448,0.77070924,0.879033864,-4.601071683
DNAJC25,-0.906934762,258.2377089,-0.066819577,0.946780384,0.972145358,-4.601594902
ANKRD20A4,-0.91005132,2.757789925,-1.062156946,0.28922085,0.502565859,-4.594337317
MATN4,-0.911895962,4.16471623,-0.714145912,0.475823639,0.676074541,-4.598321585
HIST1H3F,-0.912328608,3.480417499,-0.882335004,0.378469269,0.590308086,-4.5965885
C20orf132,-0.913218247,21.57812255,-0.425969457,0.670507859,0.816968791,-4.6004474
LOC100130987,-0.922806902,15.11083366,-0.575132755,0.565734641,0.742323765,-4.59948051
ARHGEF33,-0.923015806,7.614158744,-0.565143536,0.572498489,0.748120744,-4.599554221
NIPAL4,-0.925846929,14.91968412,-0.160487912,0.872630325,0.93468709,-4.601456768
HIST2H3D,-0.926172397,2.642685485,-1.825571099,0.069144533,0.203592928,-4.58029067
LOC80054,-0.926655196,53.07361725,-0.122987732,0.902218661,0.949804892,-4.601525732
TTC21B,-0.933821383,331.9489118,-0.053012209,0.957765815,0.9784409,-4.601605637
SCT,-0.935141267,3.165172229,-1.098645594,0.273012041,0.487162439,-4.593830588
DAP3,-0.938109047,2096.501243,-0.011062426,0.991182734,0.994721725,-4.601623078
LAMB2L,-0.939761181,15.87956498,-0.451496457,0.652035214,0.804852117,-4.600302292
C14orf174,-0.941906594,34.45563127,-0.116777859,0.907132725,0.952398945,-4.601535392
CDKL1,-0.949805101,37.40489368,-0.189586435,0.849791775,0.922586343,-4.601390688
C17orf67,-0.952659832,32.6674402,-0.310915277,0.756132063,0.871355745,-4.600996883
LCN10,-0.958141373,16.80219206,-0.149582753,0.88121812,0.938712615,-4.601478704
EPHX3,-0.961660746,25.35298965,-0.107129213,0.914775029,0.956302465,-4.601549408
C4orf49,-0.964054305,9.038830499,-0.364227007,0.71600582,0.846995148,-4.60076356
RNF175,-0.965437747,14.39730719,-0.247384159,0.804820211,0.898236351,-4.601226879
LOC647859,-0.96912772,3.630993199,-1.021975234,0.307810847,0.52228165,-4.59487589
C2orf27A,-0.976316901,18.5476169,-0.399108375,0.690164522,0.831277316,-4.600591002
C12orf61,-0.984022588,8.907094086,-0.967782829,0.334116848,0.549726199,-4.595569905
LOC100130581,-0.986352784,34.73908292,-0.358927566,0.719961519,0.849677015,-4.6007884
C12orf43,-0.987787234,262.2739002,-0.109972299,0.912522279,0.955293104,-4.601545404
LOC441204,-0.994016106,14.29487501,-0.50031927,0.617303931,0.782205765,-4.600001327
AGAP7,-0.997829247,14.89234638,-0.534186685,0.593701647,0.764661732,-4.599774492
HIST3H2BB,-1.000150608,3.882746839,-1.138575977,0.256003372,0.468163873,-4.593256844
NPAS1,-1.001696711,15.99940369,-0.29815137,0.765842882,0.876359049,-4.601047287
ALAS2,-1.001950413,3.998575931,-0.442836725,0.658278518,0.809028601,-4.600352461
PLEKHN1,-1.004014466,93.87235829,-0.085042954,0.932297396,0.965103955,-4.601576946
CHRNG,-1.00487503,1.655438451,-0.939806315,0.3482519,0.562571363,-4.595913616
SGCG,-1.006427926,1.925480205,-1.363691492,0.173928958,0.366938636,-4.589648645
PCDHGB5,-1.009919599,44.14618172,-0.081815527,0.934860882,0.96620521,-4.60158044
FOLR3,-1.010000462,5.771867702,-0.144721416,0.885051011,0.940780716,-4.601487985
C1orf173,-1.010882685,118.5976881,-0.024563166,0.980423596,0.98963685,-4.601619957
NEK5,-1.011855065,13.0222142,-0.402422476,0.687727558,0.829885932,-4.600573788
FLJ36777,-1.013479091,3.976861597,-1.502487696,0.134272012,0.31206478,-4.587110392
TLR5,-1.017584496,114.527373,-0.067702725,0.946078056,0.971913196,-4.601594131
UPF0639,-1.017724767,5.506031302,-0.688105781,0.492043722,0.68845641,-4.598557561
B3GAT2,-1.019205694,9.498455207,-0.603153312,0.54697028,0.729485572,-4.599266891
VEGFC,-1.020902916,154.1771695,-0.050961722,0.959397965,0.979297366,-4.60160702
DNAH17,-1.021489299,26.67073043,-0.406494111,0.684738018,0.827943244,-4.600552446
ANO5,-1.024784765,57.44519406,-0.071973864,0.94268202,0.970072889,-4.60159026
GALNTL6,-1.025593631,2.568193723,-0.533939009,0.593872736,0.764802032,-4.599776205
MGC16142,-1.02984671,10.65151095,-1.153012597,0.25004023,0.461497495,-4.593044476
ST8SIA5,-1.043829315,5.63926408,-0.694475634,0.488048645,0.685864196,-4.598500641
ZNF883,-1.045947057,25.55411894,-0.169835677,0.865280937,0.930784151,-4.601436737
FAM66C,-1.046664804,8.722738935,-0.760999096,0.447396809,0.652793005,-4.597875121
ZNF131,-1.046939519,537.6679773,-0.04419182,0.964787862,0.981683374,-4.6016112
RGS9BP,-1.048924821,4.190421957,-1.087561497,0.277868271,0.49152278,-4.593986291
LGALS12,-1.052335227,6.361697017,-0.537116537,0.591679496,0.763302081,-4.599754174
HIST1H2AH,-1.056009374,2.704163199,-1.643221811,0.101632703,0.261116558,-4.584295313
TTLL2,-1.05763561,7.227407962,-0.767504063,0.443528368,0.649859706,-4.597810914
NODAL,-1.059007187,3.551089979,-1.542305677,0.124302972,0.297710814,-4.586338466
MGC16703,-1.062689868,7.324617625,-0.579642035,0.562694042,0.740088776,-4.599446815
PTX4,-1.063164389,1.203202076,-1.554523219,0.121363488,0.293078195,-4.58609772
MYCNOS,-1.065094188,2.909361337,-0.855520553,0.393107349,0.603901362,-4.596889002
CDKL2,-1.066580328,20.44565394,-0.178608411,0.858394284,0.927163501,-4.601416908
KCNK4,-1.067564069,1.413209966,-2.161579453,0.031629333,0.121537332,-4.571875989
ZNF273,-1.067582556,141.510201,-0.088120251,0.929853813,0.963837125,-4.601573488
FAM186B,-1.067719744,9.018550505,-1.314489039,0.189923311,0.388873577,-4.590491232
ATAD2B,-1.068890785,349.1835957,-0.057631688,0.954089458,0.976205877,-4.601602321
C13orf16,-1.070292778,2.203098257,-1.586852253,0.113848883,0.281595321,-4.585451879
HEATR4,-1.071662185,3.293376087,-1.869708818,0.062729067,0.190971002,-4.579261373
PRSS35,-1.072125936,13.48461886,-0.19091719,0.848750181,0.922299115,-4.601387404
LINGO4,-1.089464763,10.58475532,-0.402910395,0.68736905,0.829885932,-4.600571242
USP49,-1.09245902,13.96887294,-0.734439432,0.463390386,0.6650028,-4.598131659
BCL2L10,-1.092555415,9.8647213,-0.474867543,0.635308682,0.793713868,-4.600162061
PACRGL,-1.097579445,220.1466481,-0.117364244,0.906668544,0.952043204,-4.601534501
